lemma,poscode,surface
yii2-user,0,
adobecreativesdk,0,
undirected-graph,0,
liferay-6.2,0,
arabic-support,0,
jwplayer7,0,
camera2,0,android-camera2
customer,0,
xctestcase,0,
wikidata-api,0,
cakephp-3.2,0,
podfile,0,
azure-eventgrid,0,
ktor,0,
aws-elasticsearch,0,
ingres,0,
invalid-characters,0,
websphere-commerce,0,
language-interoperability,0,
uptime,0,
derived-table,0,
uberjar,0,
suppress,0,
sieve,0,
data-dictionary,0,
volumes,0,
eventargs,0,
brainfuck,0,
zend-framework-mvc,0,
word-boundary,0,
alu,0,
janrain,0,
gunzip,0,
microsoft-chart-controls,0,
dlsym,0,
pushdown-automaton,0,pda
system.web,0,
derived-types,0,
isa,0,
start-job,0,
ora-00904,0,
foreach-loop-container,0,
custom-data-type,0,
manage.py,0,
two-way,0,
mirc,0,
pg-restore,0,
helios,0,
javascript-namespaces,0,
bluecove,0,
qtranslate,0,
cognos-8,0,
drools-fusion,0,
kobold2d,0,
solr-query-syntax,0,
tsung,0,
w3-total-cache,0,
flann,0,
launchimage,0,
recursive-backtracking,0,
android-wallpaper,0,
angularjs-validation,0,
django-cors-headers,0,
azure-files,0,
wix3.10,0,
xcode7.2,0,
spring-repositories,0,
android-textinputedittext,0,
reticulate,0,
prisma-graphql,0,
mixer,0,
bcc,0,
binaries,0,
schema-design,0,database-design
zpl-ii,0,
tabbed,0,
ms-query,0,
markup-extensions,0,
stackframe,0,
determinants,0,
mouse-listeners,0,
faces-config,0,
dxgi,0,
class-members,0,
rerender,0,
translucency,0,
submatrix,0,
maven-deploy-plugin,0,
qsettings,0,
remove-if,0,
maven-jar-plugin,0,
nsbezierpath,0,
network-connection,0,
parametric-polymorphism,0,
line-plot,0,
versionone,0,
volt,0,
showcaseview,0,
xbox-one,0,
crf,0,
simple-form-for,0,
orchard-modules,0,
.net-4.5.2,0,.net-4.5
camel-ftp,0,
reactjs.net,0,
less-mixins,0,
redux-framework,0,
browser-feature-detection,0,
ember-cli-mirage,0,
realsense,0,
ringcentral,0,
fluent-ffmpeg,0,
karma-webpack,0,
back4app,0,
persistent-volumes,0,
minio,0,
application.properties,0,
micrometer,0,
automationanywhere,0,
prototyping,0,
ticket-system,0,
soundex,0,
xmlrpclib,0,
mpfr,0,
opensso,0,
segments,0,segment
targeting,0,
bibliography,0,
boost-iostreams,0,
resource-cleanup,0,
appscript,0,
window.opener,0,
binomial-coefficients,0,
nxt,0,
setattr,0,
dbvisualizer,0,
execute-immediate,0,
jtag,0,
circuit-breaker,0,
qbasic,0,
map-directions,0,
dynamicobject,0,
qwebkit,0,
build-agent,0,
nsscanner,0,
acceleo,0,
nested-form-for,0,
reference-class,0,
diazo,0,
cakedc,0,
re2,0,
ash,0,
dragonfly-gem,0,
listselectionlistener,0,
osclass,0,
kif,0,
sybase-asa,0,
scim,0,
apartment-gem,0,
rabbitmqctl,0,
linux-containers,0,
logstash-file,0,
amazon-elasticsearch,0,
backand,0,
osrm,0,
php-mongodb,0,
google-cloud-shell,0,
airbnb,0,
angular-i18n,0,
namenode,0,
usernotifications,0,
google-fonts,0,
bootstrap-grid,0,
vcs-checkout,0,
blocked,0,
ppp,0,
flashvars,0,
validationsummary,0,
non-relational-database,0,
journal,0,
mediatemple,0,
envelope,0,
antixsslibrary,0,
equivalence,0,
cons,0,
application-shutdown,0,
reinstall,0,
du,0,
instant,0,
generic-method,0,
lego,0,
peek,0,
zend-acl,0,
query-cache,0,
ilog,0,
magit,0,
gio,0,
mersenne-twister,0,
signal-strength,0,
android-compatibility,0,
nokia-s40,0,
balanced-payments,0,
kryonet,0,
devexpress-wpf,0,
rsqlite,0,
angular-local-storage,0,
daydream,0,
hacklang,0,
zebra,0,
tess-two,0,
apple-watch-complication,0,
dynamics-crm-webapi,0,microsoft-dynamics-webapi
debounce,0,
mixed-integer-programming,0,
amazon-linux,0,
fedora-25,0,
jmeter-5.0,0,
type-theory,0,
process-management,0,
compiled,0,
xpc,0,
oid,0,
data-files,0,
fileshare,0,
idictionary,0,
xfa,0,
jedi,0,
papervision3d,0,
systemtime,0,
generic-type-argument,0,
fuzzing,0,
file-search,0,
installation-package,0,
updateprogress,0,
associativity,0,
touchpad,0,
geokit,0,
xwiki,0,
django-manage.py,0,
userprincipal,0,
argb,0,
pyc,0,
scalac,0,
dup,0,
crystal-reports-8.5,0,
onconfigurationchanged,0,
jri,0,
git-workflow,0,
isinstance,0,
jquery-widgets,0,
emotion,0,
linq-to-excel,0,
bootcompleted,0,
video-conferencing,0,
launchmode,0,
mkmapviewdelegate,0,
nul,0,
xhtml2pdf,0,
apns-php,0,
mediawiki-templates,0,
nscache,0,
animationdrawable,0,
ipython-magic,0,
skemitternode,0,
android-app-indexing,0,
orleans,0,
chrome-web-driver,0,
logstash-forwarder,0,
npm-request,0,
ubuntu-15.04,0,
angularjs-rootscope,0,
youcompleteme,0,
collider,0,
unity-networking,0,
jackson-dataformat-xml,0,
gulp-browser-sync,0,
ajv,0,
jenkins-blueocean,0,
google-cloud-dataprep,0,
openshift-3,0,
ng-packagr,0,
xcode9.3,0,
dvd,0,
data-driven,0,
code-golf,0,
metric,0,metrics
response.write,0,
adventure,0,
change-data-capture,0,
opencms,0,
topmost,0,
lossless-compression,0,
dirent.h,0,
tdbgrid,0,
fileparsing,0,
cpu-cores,0,
cloneable,0,
contentplaceholder,0,
driving-directions,0,
transactionmanager,0,
object-pooling,0,
google-eclipse-plugin,0,
multilinestring,0,
mainwindow,0,
outlook-2003,0,
pervasive-sql,0,
capture-group,0,
sharepointdocumentlibrary,0,
nspasteboard,0,
url-for,0,
zend-session,0,
absolutelayout,0,
onfling,0,
ivar,0,ivars
x3dom,0,
voltdb,0,
sorcery,0,
infobox,0,
vcr,0,
wicket-1.6,0,
performanceanalytics,0,
liipimaginebundle,0,
wayland,0,
angularjs-compile,0,
go-cd,0,
scala-reflect,0,
animator,0,
scrapy-pipeline,0,
orientdb-2.1,0,
xml2,0,
visual-recognition,0,
hot-module-replacement,0,
ng-modules,0,
angular-aot,0,
magento2.1,0,
alibaba-cloud,0,
pwa,0,progressive-web-apps
javafx-11,0,
raid,0,
bsod,0,
castle-monorail,0,
mailing-list,0,
activescaffold,0,
x12,0,
x-sendfile,0,
bidi,0,
word-automation,0,
mapped-drive,0,
overlays,0,overlay
front-controller,0,frontcontroller
sys-refcursor,0,
linqdatasource,0,
dbd,0,
maproute,0,
iequatable,0,
dac,0,
text-decorations,0,
data-url,0,data-uri
shift-reduce-conflict,0,
pass-through,0,
data-persistence,0,
busyindicator,0,
nested-query,0,
oracle-aq,0,
unauthorizedaccessexcepti,0,
launchpad,0,
deduplication,0,duplicates
uipicker,0,
pcap.net,0,
clutter,0,
lowpass-filter,0,
ruby-1.8,0,
visual-web-developer-2010,0,
touchstart,0,
linear-search,0,
hogan.js,0,
dynamic-data-display,0,
rvm-capistrano,0,
random-walk,0,
should.js,0,
qsortfilterproxymodel,0,
powerpoint-2010,0,
dart-io,0,
biml,0,
default-method,0,
magick++,0,
facebook-friends,0,
distcp,0,
quadratic-programming,0,
jsonresponse,0,
mobilefirst-cli,0,
columnstore,0,column-store-index
angular-ngselect,0,
datetimeindex,0,
windows-8.1-universal,0,
ng2-dragula,0,
rest-assured-jsonpath,0,
instagram-graph-api,0,
unhandled,0,
content-management,0,
time-t,0,
xbuild,0,
multiple-languages,0,multilingual
aliases,0,
javascript-engine,0,
tilde,0,
always-on-top,0,
soil,0,
splat,0,
loaddata,0,
swizzling,0,
windows-xp-sp3,0,
save-image,0,
jpcap,0,
page-numbering,0,
yahoo-mail,0,
insertafter,0,
ocl,0,
lr,0,
execve,0,
keyguard,0,
morelikethis,0,
master-theorem,0,
cmmotionmanager,0,
jqxwidgets,0,
openstack-horizon,0,
pander,0,
squish,0,
blockly,0,
angularjs-injector,0,
phpexcelreader,0,
om,0,
e,0,
android-savedstate,0,
dryioc,0,
jenssegers-mongodb,0,
yii2-validation,0,
selenide,0,
deconvolution,0,
cortana-intelligence,0,cortana-analytics
nbconvert,0,
dateformatter,0,
eslint-config-airbnb,0,
multisampling,0,
interpreted-language,0,
reverse-dns,0,
6502,0,
s60,0,
nofollow,0,
lastinsertid,0,last-insert-id
precompiled,0,
zend-pdf,0,
libjingle,0,
lower-bound,0,
buildr,0,
batch-updates,0,
media-type,0,
draw2d,0,
dotconnect,0,
member-variables,0,
swtbot,0,
strtol,0,
disjoint-sets,0,
drupal-hooks,0,
minifilter,0,
bresenham,0,
iaas,0,
loadimage,0,
kombu,0,
