lemma,poscode,surface
scripting-language,0,scripting-languages
large-data-volumes,0,
medical,0,
auditing,0,
chunking,0,
cidr,0,
shadowbox,0,
command-pattern,0,
topshelf,0,
texas-instruments,0,
expandoobject,0,
railscasts,0,
database-table,0,
skew,0,
dimensionality-reduction,0,
webclient-download,0,
mapquest,0,
tox,0,
uigraphicscontext,0,
babylonjs,0,
contactless-smartcard,0,
rhel6,0,
spinnaker,0,
micronaut,0,
gobject,0,
em,0,
kindle,0,
memory-model,0,
mandelbrot,0,
coverflow,0,
viewwillappear,0,
bitbucket-api,0,
rotational-matrices,0,
android-nested-fragment,0,
python-pptx,0,
datagrip,0,
skypedeveloper,0,
holoviews,0,
ibm-datapower,0,
sparc,0,
truncation,0,
text-rendering,0,
placement-new,0,
bulk-load,0,
metatrader4,0,
openejb,0,
visual-c#-express-2010,0,
language-translation,0,
ekevent,0,
facebook-timeline,0,
tapply,0,
linked-data,0,
android-sharing,0,
galera,0,
bootstrap-popover,0,
java-security,0,
spacemacs,0,
ng2-charts,0,
unusernotificationcenter,0,
standard-sql,0,
autorun,0,
exchange-server-2007,0,exchange-2007
multi-project,0,
flowlayoutpanel,0,
session-management,0,session-handling
intl,0,
http-response-codes,0,
html-editor,0,
broker,0,
mallet,0,
q-learning,0,
inflate-exception,0,
kudu,0,
google-schemas,0,
spritebuilder,0,
python-behave,0,
ecmascript-7,0,es7
adminlte,0,
jupyterhub,0,
lagom,0,
gitkraken,0,
qtquickcontrols2,0,
quartz,0,
cg,0,
dynamic-language-runtime,0,
timeit,0,
content-assist,0,
c#-to-vb.net,0,
windows-messages,0,
setvalue,0,
wc,0,
g-wan,0,
for-comprehension,0,
maven-jaxb2-plugin,0,
orange,0,
transpiler,0,source-to-source
gridster,0,
python-venv,0,
xcode5.1,0,
html-datalist,0,
coreclr,0,
perfmon,0,
bibtex,0,
jquery-forms-plugin,0,
terminal-services,0,
radix-sort,0,
spoofing,0,
http-method,0,
linear-interpolation,0,
mutation,0,
html.actionlink,0,
response-headers,0,
lua-patterns,0,
dovecot,0,
pdfminer,0,
django-1.9,0,
google-talk,0,gtalk
extending,0,
modular,0,
panels,0,panel
shallow-copy,0,
ticker,0,
blueprint,0,
mktime,0,
paginate,0,
wcf-web-api,0,
search-suggestion,0,
indexoutofrangeexception,0,
android-wear-data-api,0,
adfs3.0,0,
jolt,0,
object-storage,0,
vmware-clarity,0,
xbox,0,
jsse,0,
tclientdataset,0,
google-finance,0,
usergroups,0,
toolstrip,0,
procedures,0,procedure
vfs,0,
httpcookie,0,
exponentiation,0,
code-readability,0,
nested-function,0,
browser-plugin,0,
writeablebitmap,0,
bipartite,0,
uncaught-exception,0,
geotiff,0,
pyopencl,0,
mongoimport,0,
graylog2,0,
textureview,0,
pushwoosh,0,
rubocop,0,
deprecation-warning,0,
android-ibeacon,0,
computed-properties,0,
quandl,0,
higher-order-components,0,
extensibility,0,
twain,0,
ironruby,0,
duck-typing,0,
topology,0,
p4v,0,
downgrade,0,
optparse,0,
intptr,0,
iterm,0,
uid,0,
rowfilter,0,
html-rendering,0,
sni,0,
listiterator,0,iterator
jqxgrid,0,
redactor,0,
wix3.8,0,
wechat,0,
intellij-13,0,
hazelcast-imap,0,
firebase-crash-reporting,0,
programmatically,0,programatically
ikvm,0,
gin,0,
mongrel,0,
wrappanel,0,
shell-extensions,0,
begininvoke,0,
gzipstream,0,
multivalue,0,
tikz,0,
ppm,0,
unsigned-char,0,
coverage.py,0,python-coverage
submit-button,0,
candlestick-chart,0,
do-loops,0,
argument-dependent-lookup,0,adl
prism-4,0,prismv4
casbah,0,
android-tabactivity,0,
toastr,0,
rundeck,0,
mahout-recommender,0,
coefficients,0,
simplejson,0,
custom-renderer,0,
email-spam,0,
rte,0,
waf,0,
colon,0,
data-integration,0,
yield-return,0,
test-suite,0,
image-conversion,0,
winforms-interop,0,
nsautoreleasepool,0,
.net-remoting,0,
function-declaration,0,
qtcpsocket,0,
uipopover,0,
heidisql,0,
android-adapterview,0,
buildpack,0,
snappy,0,
auc,0,
fragment-backstack,0,
cumulocity,0,
android-5.1.1-lollipop,0,
fpm,0,
convolutional-neural-network,0,conv-neural-network
nativescript-vue,0,
before-filter,0,
webtest,0,
calllog,0,
xml-attribute,0,
zombie-process,0,zombies
runas,0,
information-extraction,0,
typename,0,
tabbarcontroller,0,
visual-studio-sdk,0,
text-size,0,
nsurlcache,0,
jformattedtextfield,0,
treegrid,0,
sql-tuning,0,
scala-java-interop,0,
fakeiteasy,0,
redbean,0,
datepickerdialog,0,
web-forms-for-marketers,0,
actionevent,0,
fancytree,0,
passport-facebook,0,
bloodhound,0,
underscore.js-templating,0,
windowsiot,0,
ng2-bootstrap,0,
dbase,0,
cmyk,0,
palette,0,
visitor-pattern,0,
system.net.mail,0,
stacked,0,
virtual-method,0,virtual-methods
seconds,0,
wss-3.0,0,
git-add,0,
date-comparison,0,
arbitrary-precision,0,
jls,0,
moles,0,
stdbind,0,
timeserieschart,0,
remotewebdriver,0,
android-async-http,0,
owl-carousel-2,0,
doparallel,0,
maatwebsite-excel,0,
isotope,0,
appcelerator-alloy,0,appc-alloy
ibm-integration-bus,0,
detox,0,
social-media,0,
ndepend,0,
midlet,0,
static-typing,0,
lcdui,0,
ocunit,0,
idataerrorinfo,0,
git-fetch,0,
multipleselection,0,
boost-propertytree,0,
template-matching,0,
autocad-plugin,0,
statsd,0,
pushsharp,0,
apple-maps,0,
symfony-2.7,0,
wildfly-9,0,
font-awesome-5,0,
angular-validation,0,
heroku-cli,0,
dd,0,
kernighan-and-ritchie,0,kr-c
expert-system,0,
contract,0,contracts
filesystemobject,0,
.post,0,
flash-cs3,0,
office-automation,0,
xfbml,0,
orthographic,0,
password-recovery,0,
launching-application,0,
m2crypto,0,
letters,0,letter
appendto,0,append
service-provider,0,
qfile,0,
gpo,0,
microsoft-translator,0,
qtabwidget,0,
mediawiki-extensions,0,
angularjs-ng-change,0,
jcenter,0,
netflix-feign,0,feign
android-fusedlocation,0,
delphi-2006,0,
soft-delete,0,
swfupload,0,
notice,0,
asp.net-authorization,0,
python-c-extension,0,python-c-api
getattr,0,
ujs,0,
boost-log,0,
artoolkit,0,
ubuntu-11.10,0,
acra,0,
android-lint,0,
opencpu,0,
donut-chart,0,
android-fullscreen,0,
devexpress-windows-ui,0,
angularjs-orderby,0,
skshapenode,0,
xilinx-ise,0,
es6-module-loader,0,
android-studio-2.1,0,
kops,0,
qnamaker,0,
elasticsearch-6,0,
xmlbeans,0,
linguistics,0,
